record_id,employee_id,event_id,date,due_date,status,completion_pct,score,feedback_rating,assigned_by,employee_role,employee_grade,employee_work_format,employee_preferred_language,employee_hire_date,event_type,event_format,duration_hours,mandatory,tenure_days_at_activity,attempt_number,prior_same_event_attempts,employee_prior_outcomes,employee_completion_rate_before,employee_dropped_rate_before,employee_no_show_rate_before,employee_declined_rate_before,employee_format_prior_outcomes,employee_format_completion_rate_before,employee_type_prior_outcomes,employee_type_completion_rate_before,event_prior_outcomes,event_completion_rate_before,is_first_employee_activity,days_since_previous_activity,outcome_class,completed_label
R002027,E0156,EV_040,2026-03-06,,completed,100,,4.0,self,QA Engineer,Junior,hybrid,kk,2026-01-20,workshop,offline,4,False,45,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,99,0.693069306930693,0,31,completed,1
R002028,E0055,EV_038,2026-03-09,,completed,100,61.0,4.0,manager,Product Manager,Lead,hybrid,en,2023-02-22,course,online,16,False,1111,1,0,9,0.6923076923076923,0.07692307692307693,0.15384615384615385,0.07692307692307693,4,0.8333333333333334,0,0.5,54,0.7142857142857143,0,7,completed,1
R002029,E0057,EV_036,2026-03-10,,declined,0,,,manager,Sales Manager,Senior,hybrid,kk,2023-10-19,meetup,offline,2,False,873,1,0,7,0.6363636363636364,0.09090909090909091,0.18181818181818182,0.09090909090909091,2,0.75,0,0.5,130,0.6666666666666666,0,8,declined,0
R002030,E0061,EV_040,2026-03-10,,no_show,0,,,hr,Data Analyst,Lead,remote,kk,2023-07-17,workshop,offline,4,False,967,1,0,4,0.375,0.125,0.25,0.25,1,0.3333333333333333,0,0.5,100,0.696078431372549,0,8,no_show,0
R002031,E0180,EV_036,2026-03-10,,completed,100,,4.0,self,Customer Support Specialist,Lead,hybrid,kk,2020-05-14,meetup,offline,2,False,2126,2,1,7,0.7272727272727273,0.09090909090909091,0.09090909090909091,0.09090909090909091,2,0.75,1,0.6666666666666666,130,0.6666666666666666,0,8,completed,1
R002032,E0040,EV_036,2026-03-11,,completed,100,,4.0,self,Backend Engineer,Junior,office,ru,2025-06-13,meetup,offline,2,False,271,1,0,3,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,1,0.3333333333333333,0,0.5,132,0.664179104477612,0,9,completed,1
R002033,E0071,EV_036,2026-03-11,,completed,100,,4.0,self,Product Manager,Middle,office,kk,2022-11-14,meetup,offline,2,False,1213,1,0,7,0.6363636363636364,0.18181818181818182,0.09090909090909091,0.09090909090909091,3,0.8,0,0.5,132,0.664179104477612,0,9,completed,1
R002034,E0103,EV_018,2026-03-11,,completed,100,77.0,,manager,QA Engineer,Senior,remote,ru,2021-08-17,course,online,24,False,1667,1,0,5,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.1111111111111111,4,0.6666666666666666,2,0.5,14,0.625,0,9,completed,1
R002035,E0115,EV_040,2026-03-11,,completed,100,,5.0,self,Frontend Engineer,Junior,hybrid,ru,2025-02-12,workshop,offline,4,False,392,1,0,5,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0,0.5,2,0.25,101,0.6893203883495146,0,9,completed,1
R002036,E0142,EV_036,2026-03-11,,completed,100,,5.0,self,Sales Manager,Middle,hybrid,kk,2025-08-18,meetup,offline,2,False,205,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.5,0,0.5,132,0.664179104477612,0,9,completed,1
R002037,E0038,EV_038,2026-03-13,,completed,100,60.0,,self,Product Manager,Senior,hybrid,kk,2022-06-24,course,online,16,False,1358,1,0,4,0.5,0.125,0.125,0.25,2,0.5,0,0.5,55,0.7192982456140351,0,11,completed,1
R002038,E0106,EV_036,2026-03-13,,declined,0,,,manager,Backend Engineer,Senior,remote,kk,2020-02-13,meetup,offline,2,False,2220,1,0,2,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,1,0.3333333333333333,0,0.5,135,0.6715328467153284,0,11,declined,0
R002039,E0027,EV_034,2026-03-16,,completed,100,,5.0,self,HR Business Partner,Middle,remote,ru,2025-03-18,workshop,online,4,False,363,1,0,5,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.1111111111111111,3,0.6,2,0.5,52,0.7222222222222222,0,13,completed,1
R002040,E0127,EV_012,2026-03-16,,dropped,55,,2.0,self,Backend Engineer,Middle,remote,kk,2022-06-29,course,self_paced,24,False,1356,1,0,8,0.5,0.16666666666666666,0.25,0.08333333333333333,1,0.6666666666666666,2,0.5,23,0.52,0,14,dropped,0
R002041,E0009,EV_039,2026-03-17,,completed,100,,4.0,self,Customer Support Specialist,Junior,remote,en,2025-11-27,workshop,online,3,False,110,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,69,0.7746478873239436,0,102,completed,1
R002042,E0035,EV_036,2026-03-17,,completed,100,,3.0,self,Customer Support Specialist,Lead,hybrid,ru,2021-08-26,meetup,offline,2,False,1664,1,0,9,0.5384615384615384,0.07692307692307693,0.23076923076923078,0.15384615384615385,1,0.6666666666666666,0,0.5,136,0.6666666666666666,0,15,completed,1
R002043,E0108,EV_037,2026-03-17,,completed,100,,5.0,self,Product Manager,Middle,office,ru,2022-04-18,mentoring,online,12,False,1429,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,84,0.7209302325581395,0,15,completed,1
R002044,E0129,EV_032,2026-03-17,,completed,100,,3.0,self,Sales Manager,Middle,hybrid,kk,2026-01-14,workshop,offline,8,False,62,1,0,1,0.4,0.2,0.2,0.2,1,0.6666666666666666,0,0.5,20,0.7272727272727273,0,29,completed,1
R002045,E0136,EV_040,2026-03-17,,completed,100,,,hr,Backend Engineer,Senior,hybrid,kk,2024-04-01,workshop,offline,4,False,715,1,0,3,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,2,0.5,2,0.5,102,0.6923076923076923,0,15,completed,1
R002046,E0139,EV_040,2026-03-17,,completed,100,,4.0,self,Customer Support Specialist,Senior,office,kk,2025-03-25,workshop,offline,4,False,357,1,0,4,0.375,0.125,0.25,0.25,0,0.5,2,0.5,102,0.6923076923076923,0,15,completed,1
R002047,E0172,EV_008,2026-03-17,,dropped,45,,2.0,hr,HR Business Partner,Senior,remote,ru,2018-08-27,workshop,online,4,False,2759,1,0,5,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,4,0.8333333333333334,3,0.8,79,0.7901234567901234,0,15,dropped,0
R002048,E0044,EV_008,2026-03-18,,completed,100,,4.0,self,Frontend Engineer,Lead,office,kk,2022-10-17,workshop,online,4,False,1248,1,0,7,0.5454545454545454,0.09090909090909091,0.2727272727272727,0.09090909090909091,4,0.6666666666666666,4,0.6666666666666666,80,0.7804878048780488,0,16,completed,1
R002049,E0064,EV_037,2026-03-18,,no_show,0,,,hr,Backend Engineer,Senior,office,ru,2021-10-20,mentoring,online,12,False,1610,1,0,3,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,1,0.3333333333333333,0,0.5,85,0.7241379310344828,0,16,no_show,0
R002050,E0182,EV_008,2026-03-18,,completed,100,,5.0,self,Frontend Engineer,Middle,office,ru,2024-06-14,workshop,online,4,False,642,1,0,5,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.2222222222222222,2,0.75,2,0.75,80,0.7804878048780488,0,16,completed,1
R002051,E0009,EV_034,2026-03-19,,declined,0,,,hr,Customer Support Specialist,Junior,remote,en,2025-11-27,workshop,online,4,False,112,1,0,1,0.4,0.2,0.2,0.2,1,0.6666666666666666,1,0.6666666666666666,53,0.7272727272727273,0,2,declined,0
R002052,E0187,EV_036,2026-03-19,,no_show,0,,,manager,Data Analyst,Junior,office,ru,2024-03-25,meetup,offline,2,False,724,1,0,6,0.5,0.2,0.1,0.2,1,0.6666666666666666,0,0.5,137,0.6690647482014388,0,17,no_show,0
R002053,E0148,EV_036,2026-03-20,,completed,100,,4.0,manager,Sales Manager,Lead,office,kk,2020-08-18,meetup,offline,2,False,2040,2,1,8,0.6666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,3,0.8,1,0.6666666666666666,138,0.6642857142857143,0,18,completed,1
R002054,E0166,EV_032,2026-03-20,,completed,100,,5.0,self,Sales Manager,Senior,office,kk,2025-02-21,workshop,offline,8,False,392,1,0,5,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,2,0.75,2,0.75,21,0.7391304347826086,0,18,completed,1
R002055,E0186,EV_010,2026-03-20,,completed,100,79.0,,self,Backend Engineer,Middle,hybrid,ru,2022-06-16,course,online,20,False,1373,1,0,7,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.18181818181818182,3,0.2,3,0.2,15,0.6470588235294118,0,18,completed,1
R002056,E0197,EV_036,2026-03-20,,completed,100,,4.0,self,QA Engineer,Middle,hybrid,ru,2022-08-15,meetup,offline,2,False,1313,1,0,12,0.5,0.1875,0.1875,0.125,4,0.5,0,0.5,138,0.6642857142857143,0,18,completed,1
R002057,E0028,EV_009,2026-03-23,,dropped,75,,2.0,self,Backend Engineer,Middle,hybrid,kk,2022-05-23,certification,self_paced,40,False,1400,1,0,6,0.5,0.2,0.2,0.1,1,0.6666666666666666,0,0.5,39,0.6097560975609756,0,21,dropped,0
R002058,E0072,EV_040,2026-03-23,,declined,0,,,manager,QA Engineer,Middle,office,ru,2024-04-15,workshop,offline,4,False,707,1,0,2,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0,0.5,0,0.5,104,0.6981132075471698,0,21,declined,0
R002059,E0133,EV_037,2026-03-23,,completed,100,,4.0,self,HR Business Partner,Lead,office,ru,2019-08-23,mentoring,online,12,False,2404,1,0,8,0.5833333333333334,0.25,0.08333333333333333,0.08333333333333333,6,0.75,0,0.5,86,0.7159090909090909,0,21,completed,1
R002060,E0157,EV_008,2026-03-23,,completed,100,,,self,QA Engineer,Junior,remote,kk,2025-10-13,workshop,online,4,False,161,1,0,2,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,1,0.6666666666666666,0,0.5,82,0.7857142857142857,0,21,completed,1
R002061,E0006,EV_036,2026-03-24,,completed,100,,5.0,self,Frontend Engineer,Lead,office,kk,2018-01-16,meetup,offline,2,False,2989,3,2,8,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.25,5,0.42857142857142855,2,0.5,140,0.6690140845070423,0,22,completed,1
R002062,E0013,EV_038,2026-03-24,,completed,100,73.0,,manager,Backend Engineer,Senior,office,ru,2020-12-28,course,online,16,False,1912,1,0,8,0.5833333333333334,0.08333333333333333,0.16666666666666666,0.16666666666666666,3,0.6,3,0.4,56,0.7241379310344828,0,19,completed,1
R002063,E0044,EV_039,2026-03-24,,completed,100,,,self,Frontend Engineer,Lead,office,kk,2022-10-17,workshop,online,3,False,1254,1,0,8,0.5833333333333334,0.08333333333333333,0.25,0.08333333333333333,5,0.7142857142857143,5,0.7142857142857143,70,0.7777777777777778,0,6,completed,1
R002064,E0054,EV_023,2026-03-24,,no_show,0,,,self,Data Analyst,Senior,hybrid,kk,2022-11-30,workshop,offline,6,False,1210,1,0,8,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,2,0.5,1,0.6666666666666666,23,0.72,0,22,no_show,0
R002065,E0102,EV_039,2026-03-24,,completed,100,,4.0,self,Frontend Engineer,Junior,remote,ru,2024-05-30,workshop,online,3,False,663,1,0,8,0.5,0.08333333333333333,0.25,0.16666666666666666,5,0.5714285714285714,3,0.6,70,0.7777777777777778,0,21,completed,1
R002066,E0118,EV_036,2026-03-24,,completed,100,,,manager,Frontend Engineer,Middle,hybrid,ru,2021-11-01,meetup,offline,2,False,1604,1,0,8,0.5,0.25,0.16666666666666666,0.08333333333333333,1,0.6666666666666666,0,0.5,140,0.6690140845070423,0,22,completed,1
R002067,E0187,EV_039,2026-03-24,,completed,100,,2.0,self,Data Analyst,Junior,office,ru,2024-03-25,workshop,online,3,False,729,1,0,7,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.18181818181818182,4,0.6666666666666666,4,0.6666666666666666,70,0.7777777777777778,0,5,completed,1
R002068,E0133,EV_038,2026-03-25,,completed,100,91.0,3.0,manager,HR Business Partner,Lead,office,ru,2019-08-23,course,online,16,False,2406,1,0,9,0.6153846153846154,0.23076923076923078,0.07692307692307693,0.07692307692307693,7,0.7777777777777778,1,0.3333333333333333,57,0.7288135593220338,0,2,completed,1
R002069,E0031,EV_008,2026-03-26,,completed,100,,2.0,manager,Customer Support Specialist,Middle,office,kk,2025-05-21,workshop,online,4,False,309,1,0,3,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,3,0.8,1,0.6666666666666666,83,0.788235294117647,0,24,completed,1
R002070,E0115,EV_017,2026-03-26,,completed,100,90.0,4.0,manager,Frontend Engineer,Junior,hybrid,ru,2025-02-12,course,online,16,False,407,2,1,6,0.4,0.3,0.2,0.1,4,0.3333333333333333,3,0.6,12,0.5,0,15,completed,1
R002071,E0146,EV_001,2026-03-26,2026-04-25,overdue,40,,,hr,Data Analyst,Junior,hybrid,ru,2026-03-23,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R002072,E0146,EV_002,2026-03-26,2026-04-25,overdue,60,,,hr,Data Analyst,Junior,hybrid,ru,2026-03-23,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R002073,E0146,EV_003,2026-03-26,2026-04-25,completed,100,99.0,,hr,Data Analyst,Junior,hybrid,ru,2026-03-23,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R002074,E0006,EV_036,2026-03-27,,completed,100,,,self,Frontend Engineer,Lead,office,kk,2018-01-16,meetup,offline,2,False,2992,4,3,9,0.46153846153846156,0.15384615384615385,0.15384615384615385,0.23076923076923078,6,0.5,3,0.6,142,0.6736111111111112,0,3,completed,1
R002075,E0153,EV_034,2026-03-27,,completed,100,,3.0,self,Sales Manager,Middle,office,ru,2022-10-17,workshop,online,4,False,1257,1,0,7,0.6363636363636364,0.09090909090909091,0.18181818181818182,0.09090909090909091,3,0.8,4,0.8333333333333334,54,0.7142857142857143,0,25,completed,1
R002076,E0195,EV_039,2026-03-27,,completed,100,,4.0,self,Product Manager,Middle,office,kk,2025-04-21,workshop,online,3,False,340,1,0,8,0.3333333333333333,0.3333333333333333,0.25,0.08333333333333333,6,0.375,6,0.5,73,0.7866666666666666,0,25,completed,1
R002077,E0045,EV_036,2026-03-30,,no_show,0,,,manager,Sales Manager,Junior,office,kk,2025-03-28,meetup,offline,2,False,367,2,1,3,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,2,0.75,1,0.6666666666666666,143,0.6758620689655173,0,28,no_show,0
R002078,E0057,EV_008,2026-03-30,,completed,100,,4.0,self,Sales Manager,Senior,hybrid,kk,2023-10-19,workshop,online,4,False,893,1,0,8,0.5833333333333334,0.08333333333333333,0.16666666666666666,0.16666666666666666,5,0.7142857142857143,3,0.8,84,0.7906976744186046,0,20,completed,1
R002079,E0116,EV_036,2026-03-30,,completed,100,,4.0,self,Product Manager,Middle,office,kk,2025-02-20,meetup,offline,2,False,403,1,0,1,0.4,0.2,0.2,0.2,1,0.6666666666666666,0,0.5,143,0.6758620689655173,0,28,completed,1
R002080,E0146,EV_004,2026-03-30,2026-04-22,completed,100,,4.0,hr,Data Analyst,Junior,hybrid,ru,2026-03-23,onboarding,offline,8,True,7,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,4,not_training_eligible,
R002081,E0153,EV_036,2026-03-30,,completed,100,,,manager,Sales Manager,Middle,office,ru,2022-10-17,meetup,offline,2,False,1260,3,2,8,0.6666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,4,0.6666666666666666,2,0.5,143,0.6758620689655173,0,3,completed,1
R002082,E0003,EV_036,2026-03-31,,completed,100,,,manager,Customer Support Specialist,Senior,hybrid,kk,2019-09-16,meetup,offline,2,False,2388,1,0,4,0.625,0.125,0.125,0.125,1,0.6666666666666666,0,0.5,146,0.6756756756756757,0,29,completed,1
R002083,E0006,EV_036,2026-03-31,,no_show,0,,,self,Frontend Engineer,Lead,office,kk,2018-01-16,meetup,offline,2,False,2996,5,4,10,0.5,0.14285714285714285,0.14285714285714285,0.21428571428571427,7,0.5555555555555556,4,0.6666666666666666,146,0.6756756756756757,0,4,no_show,0
R002084,E0017,EV_036,2026-03-31,,completed,100,,5.0,manager,Product Manager,Senior,office,ru,2019-02-26,meetup,offline,2,False,2590,4,3,12,0.75,0.125,0.0625,0.0625,7,0.7777777777777778,3,0.8,146,0.6756756756756757,0,26,completed,1
R002085,E0087,EV_012,2026-03-31,,completed,100,84.0,5.0,manager,Backend Engineer,Middle,office,ru,2025-04-15,course,self_paced,24,False,350,1,0,1,0.2,0.4,0.2,0.2,0,0.5,0,0.5,24,0.5,0,29,completed,1
R002086,E0115,EV_036,2026-03-31,,completed,100,,5.0,manager,Frontend Engineer,Junior,hybrid,ru,2025-02-12,meetup,offline,2,False,412,1,0,7,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.09090909090909091,1,0.6666666666666666,0,0.5,146,0.6756756756756757,0,5,completed,1
R002087,E0147,EV_011,2026-03-31,,completed,100,,3.0,self,Frontend Engineer,Middle,office,ru,2024-05-27,workshop,offline,6,False,673,1,0,6,0.6,0.1,0.2,0.1,3,0.6,3,0.8,17,0.631578947368421,0,29,completed,1
R002088,E0052,EV_036,2026-04-01,,completed,100,,3.0,self,HR Business Partner,Middle,office,kk,2025-01-13,meetup,offline,2,False,443,2,1,7,0.5454545454545454,0.18181818181818182,0.18181818181818182,0.09090909090909091,1,0.6666666666666666,1,0.6666666666666666,150,0.6776315789473685,0,30,completed,1
R002089,E0053,EV_040,2026-04-01,,completed,100,,4.0,manager,QA Engineer,Junior,remote,kk,2024-05-28,workshop,offline,4,False,673,3,2,10,0.21428571428571427,0.14285714285714285,0.5714285714285714,0.07142857142857142,7,0.1111111111111111,8,0.2,105,0.6915887850467289,0,30,completed,1
R002090,E0068,EV_017,2026-04-01,,no_show,0,,,hr,Frontend Engineer,Middle,hybrid,kk,2025-06-02,course,online,16,False,303,2,1,5,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.1111111111111111,4,0.5,3,0.6,13,0.5333333333333333,0,30,no_show,0
R002091,E0102,EV_013,2026-04-01,,no_show,0,,,self,Frontend Engineer,Junior,remote,ru,2024-05-30,course,online,12,False,671,3,2,9,0.5384615384615384,0.07692307692307693,0.23076923076923078,0.15384615384615385,6,0.625,4,0.5,16,0.5555555555555556,0,8,no_show,0
R002092,E0137,EV_036,2026-04-01,,no_show,0,,,hr,Backend Engineer,Middle,remote,kk,2025-02-17,meetup,offline,2,False,408,1,0,3,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,1,0.6666666666666666,0,0.5,150,0.6776315789473685,0,30,no_show,0
R002093,E0147,EV_039,2026-04-01,,completed,100,,,self,Frontend Engineer,Middle,office,ru,2024-05-27,workshop,online,3,False,674,1,0,7,0.6363636363636364,0.09090909090909091,0.18181818181818182,0.09090909090909091,2,0.75,4,0.8333333333333334,74,0.7894736842105263,0,1,completed,1
R002094,E0164,EV_007,2026-04-01,,completed,100,,5.0,hr,Backend Engineer,Middle,hybrid,ru,2022-08-26,mentoring,online,8,False,1314,1,0,9,0.6153846153846154,0.15384615384615385,0.15384615384615385,0.07692307692307693,3,0.8,0,0.5,15,0.47058823529411764,0,30,completed,1
R002095,E0002,EV_009,2026-04-02,,completed,100,67.0,3.0,self,Backend Engineer,Middle,remote,ru,2023-04-25,certification,self_paced,40,False,1073,1,0,6,0.4,0.4,0.1,0.1,1,0.6666666666666666,0,0.5,40,0.5952380952380952,0,31,completed,1
R002096,E0021,EV_040,2026-04-02,,completed,100,,,self,Customer Support Specialist,Middle,remote,ru,2024-09-12,workshop,offline,4,False,567,2,1,7,0.5454545454545454,0.09090909090909091,0.2727272727272727,0.09090909090909091,2,0.5,3,0.6,106,0.6944444444444444,0,31,completed,1
R002097,E0058,EV_001,2026-04-02,2026-05-02,completed,100,70.0,,hr,Backend Engineer,Junior,office,ru,2026-03-30,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R002098,E0058,EV_002,2026-04-02,2026-05-02,completed,100,94.0,,hr,Backend Engineer,Junior,office,ru,2026-03-30,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R002099,E0058,EV_003,2026-04-02,2026-05-02,completed,100,71.0,,hr,Backend Engineer,Junior,office,ru,2026-03-30,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R002100,E0060,EV_037,2026-04-02,,completed,100,,3.0,self,Product Manager,Lead,office,kk,2021-10-18,mentoring,online,12,False,1627,1,0,5,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.2222222222222222,2,0.5,0,0.5,87,0.7191011235955056,0,31,completed,1
R002101,E0068,EV_039,2026-04-02,,completed,100,,5.0,self,Frontend Engineer,Middle,hybrid,kk,2025-06-02,workshop,online,3,False,304,1,0,6,0.4,0.1,0.4,0.1,5,0.42857142857142855,0,0.5,75,0.7922077922077922,0,1,completed,1
R002102,E0165,EV_008,2026-04-02,,completed,100,,4.0,hr,Product Manager,Junior,office,ru,2024-08-30,workshop,online,4,False,580,1,0,11,0.5333333333333333,0.26666666666666666,0.13333333333333333,0.06666666666666667,1,0.6666666666666666,7,0.4444444444444444,85,0.7931034482758621,0,28,completed,1
R002103,E0194,EV_016,2026-04-02,,dropped,45,,3.0,hr,Frontend Engineer,Senior,remote,ru,2021-07-14,workshop,online,4,False,1723,1,0,5,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.1111111111111111,4,0.6666666666666666,1,0.6666666666666666,24,0.8076923076923077,0,31,dropped,0
R002104,E0022,EV_023,2026-04-03,,completed,100,,,self,Data Analyst,Junior,hybrid,kk,2025-12-23,workshop,offline,6,False,101,1,0,1,0.2,0.4,0.2,0.2,0,0.5,1,0.3333333333333333,24,0.6923076923076923,0,52,completed,1
R002105,E0033,EV_008,2026-04-03,,completed,100,,2.0,manager,Data Analyst,Middle,office,kk,2025-09-23,workshop,online,4,False,192,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,86,0.7954545454545454,0,32,completed,1
R002106,E0085,EV_024,2026-04-03,,dropped,20,,,manager,Data Analyst,Lead,hybrid,ru,2018-05-23,course,self_paced,30,False,2872,2,1,7,0.6363636363636364,0.18181818181818182,0.09090909090909091,0.09090909090909091,1,0.3333333333333333,3,0.6,8,0.5,0,32,dropped,0
R002107,E0111,EV_008,2026-04-03,,completed,100,,,self,QA Engineer,Middle,office,ru,2024-06-19,workshop,online,4,False,653,1,0,7,0.7272727272727273,0.09090909090909091,0.09090909090909091,0.09090909090909091,4,0.8333333333333334,3,0.8,86,0.7954545454545454,0,32,completed,1
R002108,E0123,EV_037,2026-04-03,,completed,100,,5.0,manager,Frontend Engineer,Senior,hybrid,kk,2021-04-15,mentoring,online,12,False,1814,1,0,10,0.5,0.14285714285714285,0.21428571428571427,0.14285714285714285,4,0.3333333333333333,0,0.5,88,0.7222222222222222,0,32,completed,1
R002109,E0191,EV_032,2026-04-03,,completed,100,,5.0,self,Sales Manager,Middle,office,ru,2022-03-15,workshop,offline,8,False,1480,2,1,5,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.2222222222222222,2,0.5,4,0.5,22,0.75,0,32,completed,1
R002110,E0092,EV_012,2026-04-06,,dropped,75,,,self,Backend Engineer,Middle,office,en,2024-10-11,course,self_paced,24,False,542,2,1,4,0.375,0.25,0.25,0.125,1,0.3333333333333333,2,0.5,25,0.5185185185185185,0,35,dropped,0
R002111,E0096,EV_001,2026-04-06,2026-05-06,completed,100,87.0,,hr,Backend Engineer,Junior,hybrid,kk,2026-04-02,compliance,self_paced,2,True,4,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R002112,E0096,EV_002,2026-04-06,2026-05-06,completed,100,80.0,,hr,Backend Engineer,Junior,hybrid,kk,2026-04-02,compliance,self_paced,2,True,4,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R002113,E0096,EV_003,2026-04-06,2026-05-06,completed,100,80.0,,hr,Backend Engineer,Junior,hybrid,kk,2026-04-02,compliance,self_paced,2,True,4,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R002114,E0095,EV_031,2026-04-07,,no_show,0,,,manager,HR Business Partner,Middle,office,kk,2021-12-20,workshop,online,6,False,1569,3,2,9,0.46153846153846156,0.15384615384615385,0.23076923076923078,0.15384615384615385,8,0.5,7,0.4444444444444444,10,0.5833333333333334,0,36,no_show,0
R002115,E0100,EV_032,2026-04-07,,completed,100,,,self,Product Manager,Junior,office,ru,2024-11-18,workshop,offline,8,False,505,1,0,3,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285,2,0.25,3,0.2,23,0.76,0,36,completed,1
R002116,E0129,EV_039,2026-04-07,,declined,0,,,manager,Sales Manager,Middle,hybrid,kk,2026-01-14,workshop,online,3,False,83,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.5,1,0.6666666666666666,76,0.7948717948717948,0,21,declined,0
R002117,E0162,EV_036,2026-04-07,,completed,100,,5.0,manager,Data Analyst,Middle,hybrid,kk,2024-01-15,meetup,offline,2,False,813,3,2,8,0.6666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,3,0.6,2,0.5,152,0.6753246753246753,0,36,completed,1
R002118,E0028,EV_009,2026-04-08,,dropped,50,,,manager,Backend Engineer,Middle,hybrid,kk,2022-05-23,certification,self_paced,40,False,1416,2,1,7,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.09090909090909091,2,0.5,1,0.3333333333333333,41,0.6046511627906976,0,16,dropped,0
R002119,E0030,EV_037,2026-04-08,,completed,100,,5.0,manager,Customer Support Specialist,Middle,office,ru,2024-12-12,mentoring,online,12,False,482,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,0.6666666666666666,0,0.5,89,0.7252747252747253,0,37,completed,1
R002120,E0044,EV_036,2026-04-08,,completed,100,,,hr,Frontend Engineer,Lead,office,kk,2022-10-17,meetup,offline,2,False,1269,1,0,9,0.6153846153846154,0.07692307692307693,0.23076923076923078,0.07692307692307693,3,0.6,0,0.5,153,0.6774193548387096,0,15,completed,1
R002121,E0078,EV_039,2026-04-09,,completed,100,,3.0,self,Customer Support Specialist,Junior,hybrid,kk,2024-11-11,workshop,online,3,False,514,1,0,1,0.4,0.2,0.2,0.2,1,0.6666666666666666,1,0.6666666666666666,77,0.7848101265822784,0,38,completed,1
R002122,E0133,EV_036,2026-04-09,,completed,100,,5.0,self,HR Business Partner,Lead,office,ru,2019-08-23,meetup,offline,2,False,2421,1,0,10,0.6428571428571429,0.21428571428571427,0.07142857142857142,0.07142857142857142,1,0.6666666666666666,0,0.5,154,0.6794871794871795,0,15,completed,1
R002123,E0157,EV_039,2026-04-09,,completed,100,,,manager,QA Engineer,Junior,remote,kk,2025-10-13,workshop,online,3,False,178,1,0,3,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,2,0.75,1,0.6666666666666666,77,0.7848101265822784,0,17,completed,1
